task,seed,city,N,model,R2,RMSE,MAE
CityLens Healthcare overlap,41,CapeTown,252,Global-shuffled KD,0.06073065425916235,0.9919986641145268,0.6930803076907585
CityLens Healthcare overlap,41,London,198,No-Privilege,0.013899407548198073,1.0326224657402439,0.8008451759402325
CityLens Healthcare overlap,41,London,198,Paired KD,0.09094650659432135,0.9914611004464889,0.7506116970514968
CityLens Healthcare overlap,41,London,198,Satellite-teacher KD,0.026901433258551766,1.0257921610060021,0.7825868881354167
CityLens Healthcare overlap,41,London,198,Global-shuffled KD,0.138156354552744,0.9653731184256941,0.7317880224179897
CityLens Healthcare overlap,41,Moscow,206,No-Privilege,0.06832089913921635,1.101158848630569,0.9141301762092287
CityLens Healthcare overlap,41,Moscow,206,Paired KD,0.09850006695124003,1.0831775384819844,0.9228261468173424
CityLens Healthcare overlap,41,Moscow,206,Satellite-teacher KD,0.05833621764575381,1.1070436108421617,0.926745014877494
CityLens Healthcare overlap,41,Moscow,206,Global-shuffled KD,0.10819949178204724,1.0773347139978953,0.9236900792684656
CityLens Healthcare overlap,41,Mumbai,108,No-Privilege,-0.1029325987243428,1.3398991146637946,1.1137227435657726
CityLens Healthcare overlap,41,Mumbai,108,Paired KD,-0.06020190055608654,1.3136870017763282,1.1229859217012597
CityLens Healthcare overlap,41,Mumbai,108,Satellite-teacher KD,-0.1355444181148029,1.3595640647134932,1.1680768509260098
CityLens Healthcare overlap,41,Mumbai,108,Global-shuffled KD,-0.09642219425122112,1.3359386748720148,1.1477132833229398
CityLens Healthcare overlap,41,Nairobi,119,No-Privilege,0.09797784749106264,1.182875839257458,0.9199632333130011
CityLens Healthcare overlap,41,Nairobi,119,Paired KD,0.1105504370949516,1.1746033159934683,0.964553267476282
CityLens Healthcare overlap,41,Nairobi,119,Satellite-teacher KD,0.14730843386231685,1.150076007044882,0.9218558709217781
CityLens Healthcare overlap,41,Nairobi,119,Global-shuffled KD,0.13414328439909495,1.1589203112632978,0.9303081064868622
CityLens Healthcare overlap,41,NewYork,213,No-Privilege,0.1568348969819281,1.0812802130222852,0.8846462025890212
CityLens Healthcare overlap,41,NewYork,213,Paired KD,0.17144166781836823,1.0718733874519009,0.9349507509230325
CityLens Healthcare overlap,41,NewYork,213,Satellite-teacher KD,0.19210102037040222,1.0584259366193816,0.9082578581288165
CityLens Healthcare overlap,41,NewYork,213,Global-shuffled KD,0.14830554486576186,1.0867354987986642,0.9380555224548405
CityLens Healthcare overlap,41,Paris,124,No-Privilege,0.13228142557964206,1.0123910149347894,0.8747320343523756
CityLens Healthcare overlap,41,Paris,124,Paired KD,0.1069893477530196,1.0270395185488714,0.9156349889594695
CityLens Healthcare overlap,41,Paris,124,Satellite-teacher KD,0.15431680225294386,0.9994537137309834,0.8627484057718678
CityLens Healthcare overlap,41,Paris,124,Global-shuffled KD,0.0879973723705898,1.037903269111334,0.9185282518647984
CityLens Healthcare overlap,41,SanFrancisco,167,No-Privilege,0.16608588371307464,1.1572288527691248,0.9383679534426329
CityLens Healthcare overlap,41,SanFrancisco,167,Paired KD,0.16876471685123962,1.1553686392629392,0.9483159937354749
CityLens Healthcare overlap,41,SanFrancisco,167,Satellite-teacher KD,0.22569011575841458,1.1151055877127645,0.9071446015914467
CityLens Healthcare overlap,41,SanFrancisco,167,Global-shuffled KD,0.18758952979680354,1.1422110212964973,0.9205702960913966
CityLens Healthcare overlap,41,SaoPaulo,280,No-Privilege,0.10771274618816895,1.1018749036711484,0.8635706677153291
CityLens Healthcare overlap,41,SaoPaulo,280,Paired KD,0.1906246999170793,1.0494334923666628,0.8316187119850861
CityLens Healthcare overlap,41,SaoPaulo,280,Satellite-teacher KD,0.17123230757251118,1.0619311332833812,0.8315549949898109
CityLens Healthcare overlap,41,SaoPaulo,280,Global-shuffled KD,0.17206310728308483,1.0613987324061844,0.8260075881861344
CityLens Healthcare overlap,41,Shanghai,19,No-Privilege,-0.16986638441931023,1.3637202172518141,1.2073450431241217
CityLens Healthcare overlap,41,Shanghai,19,Paired KD,0.03830239238736033,1.2364495928184307,1.119204107698642
CityLens Healthcare overlap,41,Shanghai,19,Satellite-teacher KD,0.025458532140645196,1.2446788497159795,1.12038643819202
CityLens Healthcare overlap,41,Shanghai,19,Global-shuffled KD,0.036422912602044444,1.237657221751749,1.0833765642436912
CityLens Healthcare overlap,41,Sydney,208,No-Privilege,0.14869270215842878,1.0545054599879329,0.8066555929527813
CityLens Healthcare overlap,41,Sydney,208,Paired KD,0.14161834408609408,1.0588778618582908,0.7712723317084417
CityLens Healthcare overlap,41,Sydney,208,Satellite-teacher KD,0.15510204266092675,1.0505283685671978,0.7804143725570374
CityLens Healthcare overlap,41,Sydney,208,Global-shuffled KD,0.13343211246097364,1.0639150446381205,0.7934942700100331
CityLens Healthcare overlap,41,Tokyo,281,No-Privilege,0.0048217987916296945,1.1461793634048045,0.9526975277073543
CityLens Healthcare overlap,41,Tokyo,281,Paired KD,0.09230090185038065,1.0946445259155144,0.9600727777696259
CityLens Healthcare overlap,41,Tokyo,281,Satellite-teacher KD,0.06973176148884064,1.1081696565587285,0.9559069210168164
CityLens Healthcare overlap,41,Tokyo,281,Global-shuffled KD,0.11797162322826649,1.0790546395502056,0.9376500681733283
CityLens Healthcare overlap,42,Beijing,29,No-Privilege,-0.1269315582704844,1.2163700324181732,1.0088098421005318
CityLens Healthcare overlap,42,Beijing,29,Paired KD,-0.002155120210037609,1.1470554595643776,0.9562225781229732
CityLens Healthcare overlap,42,Beijing,29,Satellite-teacher KD,-0.1255501206370493,1.215624266360227,0.9932903279529708
CityLens Healthcare overlap,42,Beijing,29,Global-shuffled KD,-0.0929919673595021,1.1979134098845774,0.9710810886857316
CityLens Healthcare overlap,42,CapeTown,252,No-Privilege,-0.09249416041162073,1.069856611890226,0.7838781701798593
CityLens Healthcare overlap,42,CapeTown,252,Paired KD,0.04295030198008676,1.0013439038279692,0.6991104132182275
CityLens Healthcare overlap,42,CapeTown,252,Satellite-teacher KD,0.08649899680872797,0.9782965618070051,0.6856236125192143
CityLens Healthcare overlap,42,CapeTown,252,Global-shuffled KD,0.04068417572771643,1.0025287064825983,0.702929452037776
CityLens Healthcare overlap,42,London,198,No-Privilege,0.06661841640981492,1.0046402488322184,0.7812850548746993
CityLens Healthcare overlap,42,London,198,Paired KD,0.1062493184780623,0.9830806601746261,0.7501061929861776
CityLens Healthcare overlap,42,London,198,Satellite-teacher KD,0.06851804833588182,1.0036173988325308,0.7579110008512583
CityLens Healthcare overlap,42,London,198,Global-shuffled KD,0.06328063029380038,1.0064349498643899,0.754215916036666
CityLens Healthcare overlap,42,Moscow,206,No-Privilege,0.038312656329898775,1.1187517984303947,0.9261255794005926
CityLens Healthcare overlap,42,Moscow,206,Paired KD,0.09599900494787927,1.084679045971894,0.919343886696703
CityLens Healthcare overlap,42,Moscow,206,Satellite-teacher KD,0.05684403861726928,1.1079203852267272,0.924089453702864
CityLens Healthcare overlap,42,Moscow,206,Global-shuffled KD,0.09927065381402167,1.0827144986108928,0.916887005508255
CityLens Healthcare overlap,42,Mumbai,108,No-Privilege,-0.16796108441701563,1.3788334158633935,1.1419458289638909
CityLens Healthcare overlap,42,Mumbai,108,Paired KD,-0.03608622097701808,1.298660294765425,1.0882676372479676
CityLens Healthcare overlap,42,Mumbai,108,Satellite-teacher KD,-0.06192774949054658,1.314755809229878,1.1220718424915637
CityLens Healthcare overlap,42,Mumbai,108,Global-shuffled KD,-0.0504120455388517,1.3076076728448334,1.1307614242875386
CityLens Healthcare overlap,42,Nairobi,119,No-Privilege,0.15997978924168477,1.1414987155965652,0.906372721577517
CityLens Healthcare overlap,42,Nairobi,119,Paired KD,0.1677353040298516,1.1362170339009081,0.923753523278409
CityLens Healthcare overlap,42,Nairobi,119,Satellite-teacher KD,0.12552343388739828,1.1646747161340292,0.9242642036307714
CityLens Healthcare overlap,42,Nairobi,119,Global-shuffled KD,0.1643556547174233,1.1385216640628577,0.9067766345022993
CityLens Healthcare overlap,42,NewYork,213,No-Privilege,0.11591236101287727,1.10720898918637,0.9194521314957912
CityLens Healthcare overlap,42,NewYork,213,Paired KD,0.19473136116409995,1.056701531264088,0.9159998833910473
CityLens Healthcare overlap,42,NewYork,213,Satellite-teacher KD,0.18364741160148512,1.0639490494331325,0.9131179208864815
CityLens Healthcare overlap,42,NewYork,213,Global-shuffled KD,0.17832315350383388,1.0674129528071903,0.9113064597462724
CityLens Healthcare overlap,42,Paris,124,No-Privilege,0.03557496636710389,1.067316129170537,0.9479218833306036
CityLens Healthcare overlap,42,Paris,124,Paired KD,0.10901825162967171,1.0258721476051214,0.9167105102522577
CityLens Healthcare overlap,42,Paris,124,Satellite-teacher KD,0.10388077955106256,1.0288255268281685,0.8707166087034106
CityLens Healthcare overlap,42,Paris,124,Global-shuffled KD,0.12973590915040756,1.013874889319294,0.8950624207906784
CityLens Healthcare overlap,42,SanFrancisco,167,No-Privilege,0.1493626352644939,1.1687747434440188,0.97748613480513
CityLens Healthcare overlap,42,SanFrancisco,167,Paired KD,0.18013944210772126,1.1474363061646047,0.935724139385643
CityLens Healthcare overlap,42,SanFrancisco,167,Satellite-teacher KD,0.22044001922859136,1.1188796075513852,0.9207817691658304
CityLens Healthcare overlap,42,SanFrancisco,167,Global-shuffled KD,0.21993912215169487,1.1192390112797441,0.8961212230837975
CityLens Healthcare overlap,42,SaoPaulo,280,No-Privilege,0.12189866621013667,1.0930807987818505,0.8781811687529864
CityLens Healthcare overlap,42,SaoPaulo,280,Paired KD,0.16075660890351107,1.0686215107645993,0.8511729910961368
CityLens Healthcare overlap,42,SaoPaulo,280,Satellite-teacher KD,0.16939679704587074,1.0631064371392012,0.8364650785375228
CityLens Healthcare overlap,42,SaoPaulo,280,Global-shuffled KD,0.16398475343618246,1.066564307575442,0.8423461231659409
CityLens Healthcare overlap,42,Shanghai,19,No-Privilege,-0.10697415813813205,1.3265569196157068,1.2031935011883514
CityLens Healthcare overlap,42,Shanghai,19,Paired KD,-0.01381466173796242,1.2695108936125712,1.165016811759849
CityLens Healthcare overlap,42,Shanghai,19,Satellite-teacher KD,-0.03606458763899778,1.283366099243168,1.1560756131096896
CityLens Healthcare overlap,42,Shanghai,19,Global-shuffled KD,-0.03252345609417118,1.281171034347983,1.139143276202052
CityLens Healthcare overlap,42,Sydney,208,No-Privilege,0.14189266494605646,1.0587086507069414,0.8089505999384687
CityLens Healthcare overlap,42,Sydney,208,Paired KD,0.12598729119244467,1.0684754017941926,0.7903849840334897
CityLens Healthcare overlap,42,Sydney,208,Satellite-teacher KD,0.17835777088121374,1.035969645778579,0.7765719829294775
CityLens Healthcare overlap,42,Sydney,208,Global-shuffled KD,0.16294848140325546,1.0456389417096685,0.7840811034675093
CityLens Healthcare overlap,42,Tokyo,281,No-Privilege,-0.012990960196195722,1.1563916378188055,0.9806218361299995
CityLens Healthcare overlap,42,Tokyo,281,Paired KD,0.06750276996769766,1.109496490476208,0.9694754717300128
CityLens Healthcare overlap,42,Tokyo,281,Satellite-teacher KD,0.06534871574240031,1.110777211185649,0.9643709664677473
CityLens Healthcare overlap,42,Tokyo,281,Global-shuffled KD,0.09099220819980802,1.095433354703557,0.9612060037311829
CityLens Healthcare overlap,43,Beijing,29,No-Privilege,-0.004153349409838025,1.1481984653934043,0.9032021536735604
CityLens Healthcare overlap,43,Beijing,29,Paired KD,-0.022774393341462362,1.1587956723697366,0.9462354226597806
CityLens Healthcare overlap,43,Beijing,29,Satellite-teacher KD,-0.05993804111569401,1.179660889629806,0.9360732500134226
CityLens Healthcare overlap,43,Beijing,29,Global-shuffled KD,-0.007886415983867856,1.1503307716719122,0.9062016213864278
CityLens Healthcare overlap,43,CapeTown,252,No-Privilege,-0.013442024095931426,1.0304228184092874,0.7402548413818028
CityLens Healthcare overlap,43,CapeTown,252,Paired KD,0.086035673255773,0.9785446241397233,0.6946604873913708
CityLens Healthcare overlap,43,CapeTown,252,Satellite-teacher KD,0.05972424830151091,0.9925299739485803,0.7020034146229618
CityLens Healthcare overlap,43,CapeTown,252,Global-shuffled KD,0.045984987891297124,0.9997550746603816,0.710518881747586
CityLens Healthcare overlap,43,London,198,No-Privilege,0.06931646807244551,1.0031871813056876,0.7677476160731271
CityLens Healthcare overlap,43,London,198,Paired KD,0.0996125890150682,0.9867239429916828,0.7408953854669758
CityLens Healthcare overlap,43,London,198,Satellite-teacher KD,0.06543864301521796,1.0052749697022167,0.7615184407338265
CityLens Healthcare overlap,43,London,198,Global-shuffled KD,0.11116403190454216,0.9803739656215399,0.7380768556507077
CityLens Healthcare overlap,43,Moscow,206,No-Privilege,0.04975269350026024,1.1120776685251212,0.9334205713200321
CityLens Healthcare overlap,43,Moscow,206,Paired KD,0.10686888446368614,1.078138130863336,0.9205974475542291
CityLens Healthcare overlap,43,Moscow,206,Satellite-teacher KD,0.028293543676388477,1.1245644240964678,0.9541567172232494
CityLens Healthcare overlap,43,Moscow,206,Global-shuffled KD,0.06566848148589732,1.1027251912401115,0.9467313289627463
CityLens Healthcare overlap,43,Mumbai,108,No-Privilege,-0.11760561216140553,1.3487824319884885,1.1276661726512178
CityLens Healthcare overlap,43,Mumbai,108,Paired KD,-0.06591099465862249,1.3172192974381534,1.101641118225969
CityLens Healthcare overlap,43,Mumbai,108,Satellite-teacher KD,-0.09016296498681986,1.3321199293191541,1.1585365127188356
CityLens Healthcare overlap,43,Mumbai,108,Global-shuffled KD,-0.10557029935077633,1.3415003649078776,1.1510152316690518
CityLens Healthcare overlap,43,Nairobi,119,No-Privilege,0.18902459483684697,1.121590704287602,0.8795610131676883
CityLens Healthcare overlap,43,Nairobi,119,Paired KD,0.13412278896594187,1.158934027408696,0.9382910984894027
CityLens Healthcare overlap,43,Nairobi,119,Satellite-teacher KD,0.14523554441803044,1.151473073350384,0.9262784440726364
CityLens Healthcare overlap,43,Nairobi,119,Global-shuffled KD,0.13070353831580517,1.1612200221965874,0.9305478933403527
CityLens Healthcare overlap,43,NewYork,213,No-Privilege,0.09912692289033154,1.1176703961477865,0.9260907713663511
CityLens Healthcare overlap,43,NewYork,213,Paired KD,0.18352949488355164,1.0640258868509935,0.9195842954971203
CityLens Healthcare overlap,43,NewYork,213,Satellite-teacher KD,0.19538961994472737,1.0562695479262398,0.9092055800179417
CityLens Healthcare overlap,43,NewYork,213,Global-shuffled KD,0.07371403808837407,1.1333250417630865,0.9754320904197966
CityLens Healthcare overlap,43,Paris,124,No-Privilege,0.054560522245854615,1.0567583824288864,0.9297832907960157
CityLens Healthcare overlap,43,Paris,124,Paired KD,0.1277299689246657,1.0150426967951487,0.9023839242755939
CityLens Healthcare overlap,43,Paris,124,Satellite-teacher KD,0.1682104905156706,0.9912097251754322,0.8593633105610927
CityLens Healthcare overlap,43,Paris,124,Global-shuffled KD,0.13207232341998532,1.0125129901938212,0.8954593964062385
CityLens Healthcare overlap,43,SanFrancisco,167,No-Privilege,0.16776427771076718,1.1560637062615708,0.9666974750837345
CityLens Healthcare overlap,43,SanFrancisco,167,Paired KD,0.20838866926968413,1.1274949136896453,0.9205210233681608
CityLens Healthcare overlap,43,SanFrancisco,167,Satellite-teacher KD,0.21936710726698938,1.1196493023655893,0.9198328997047122
CityLens Healthcare overlap,43,SanFrancisco,167,Global-shuffled KD,0.15332901470292126,1.166046659225572,0.9542501381164449
CityLens Healthcare overlap,43,SaoPaulo,280,No-Privilege,0.11471149667752023,1.0975450597419047,0.8798370959671807
CityLens Healthcare overlap,43,SaoPaulo,280,Paired KD,0.1729848001482005,1.0608077718721138,0.850984665528625
CityLens Healthcare overlap,43,SaoPaulo,280,Satellite-teacher KD,0.16281829585692753,1.067308114800772,0.8456538209765864
CityLens Healthcare overlap,43,SaoPaulo,280,Global-shuffled KD,0.15108925565901288,1.0747586823979924,0.8665531829707616
CityLens Healthcare overlap,43,Shanghai,19,No-Privilege,-0.14140878637107557,1.3470315062376903,1.217104867651059
CityLens Healthcare overlap,43,Shanghai,19,Paired KD,-0.21536689957321542,1.3899873573621189,1.2658189760885747
CityLens Healthcare overlap,43,Shanghai,19,Satellite-teacher KD,-0.15521684154418902,1.3551547881041628,1.198146240322214
CityLens Healthcare overlap,43,Shanghai,19,Global-shuffled KD,-0.14179369107425122,1.3472586093866303,1.20017408445007
CityLens Healthcare overlap,43,Sydney,208,No-Privilege,0.1704755867238681,1.0409269208525829,0.7959382635001168
CityLens Healthcare overlap,43,Sydney,208,Paired KD,0.14079869879262363,1.0593832880659522,0.7780085196083337
CityLens Healthcare overlap,43,Sydney,208,Satellite-teacher KD,0.1596276556677002,1.0477110647848513,0.7957748120264613
CityLens Healthcare overlap,43,Sydney,208,Global-shuffled KD,0.16567088424827847,1.043937153510508,0.7725914313790188
CityLens Healthcare overlap,43,Tokyo,281,No-Privilege,-0.022186842724151612,1.161628612862012,0.9840296542945369
CityLens Healthcare overlap,43,Tokyo,281,Paired KD,0.07483381056773553,1.105126604396436,0.9579197968091058
CityLens Healthcare overlap,43,Tokyo,281,Satellite-teacher KD,0.0778467981831259,1.1033256046311166,0.9658988226841764
CityLens Healthcare overlap,43,Tokyo,281,Global-shuffled KD,0.0860306959708449,1.098418813089479,0.963105616307456
CityLens Healthcare overlap,44,Beijing,29,No-Privilege,-0.1491254111805631,1.2282892636426228,0.9770895737852495
CityLens Healthcare overlap,44,Beijing,29,Paired KD,-0.01995516794571639,1.1571974897292443,0.9052610050041316
CityLens Healthcare overlap,44,Beijing,29,Satellite-teacher KD,-0.11793143833336428,1.2115030901734536,0.9641708240438269
CityLens Healthcare overlap,44,Beijing,29,Global-shuffled KD,-0.14455445651003274,1.2258439043834313,0.9765920020257558
CityLens Healthcare overlap,44,CapeTown,252,No-Privilege,-0.09443401536124929,1.0708060202579268,0.7820222845564919
CityLens Healthcare overlap,44,CapeTown,252,Paired KD,0.05857345388448809,0.9931371621500853,0.6985492409409971
CityLens Healthcare overlap,44,CapeTown,252,Satellite-teacher KD,0.061884142328472724,0.9913893553192445,0.7126897182167624
CityLens Healthcare overlap,44,CapeTown,252,Global-shuffled KD,0.02575605443300366,1.0102988779999607,0.7038173622220556
CityLens Healthcare overlap,44,London,198,No-Privilege,0.05079775113046625,1.0131187166384445,0.7952443303001931
CityLens Healthcare overlap,44,London,198,Paired KD,0.09467829297533792,0.9894239672960746,0.746465179528039
CityLens Healthcare overlap,44,London,198,Satellite-teacher KD,0.09432895577888079,0.9896148437851988,0.7577966090685909
CityLens Healthcare overlap,44,London,198,Global-shuffled KD,0.07639573738780359,0.9993645129848381,0.7587551315731884
CityLens Healthcare overlap,44,Moscow,206,No-Privilege,0.02552131114599765,1.1261674461132387,0.9191710922972766
CityLens Healthcare overlap,44,Moscow,206,Paired KD,0.1035229006692221,1.0801557855430362,0.9230540446320787
CityLens Healthcare overlap,44,Moscow,206,Satellite-teacher KD,0.06251253068301443,1.1045859936205948,0.9164266716160815
CityLens Healthcare overlap,44,Moscow,206,Global-shuffled KD,0.12125942544172319,1.069417129283803,0.9115413049392243
CityLens Healthcare overlap,44,Mumbai,108,No-Privilege,-0.1420840164324524,1.363473307997602,1.1228624620621048
CityLens Healthcare overlap,44,Mumbai,108,Paired KD,-0.02624859697364812,1.2924802092615102,1.08706776571986
CityLens Healthcare overlap,44,Mumbai,108,Satellite-teacher KD,-0.10530352277925403,1.341338501632325,1.1439847262447531
CityLens Healthcare overlap,44,Mumbai,108,Global-shuffled KD,-0.05526764106943616,1.3106264374805945,1.1106182640234978
CityLens Healthcare overlap,44,Nairobi,119,No-Privilege,0.12200977657680212,1.1670122089449757,0.9404380620698181
CityLens Healthcare overlap,44,Nairobi,119,Paired KD,0.12827425581921115,1.1628414272910226,0.9477493301564743
CityLens Healthcare overlap,44,Nairobi,119,Satellite-teacher KD,0.10971637987182081,1.175153913160468,0.9480028275951412
CityLens Healthcare overlap,44,Nairobi,119,Global-shuffled KD,0.11566270302140758,1.1712228331780392,0.953036613288734
CityLens Healthcare overlap,44,NewYork,213,No-Privilege,0.14743442914518878,1.0872911149766598,0.9017274183353153
CityLens Healthcare overlap,44,NewYork,213,Paired KD,0.19299775155410004,1.0578383711661412,0.9211403432604214
CityLens Healthcare overlap,44,NewYork,213,Satellite-teacher KD,0.2090326694108544,1.0472761587255552,0.8970967529570638
CityLens Healthcare overlap,44,NewYork,213,Global-shuffled KD,0.17101583799953868,1.0721487917309456,0.9235993840040712
CityLens Healthcare overlap,44,Paris,124,No-Privilege,0.0579413815746288,1.0548672242677417,0.933676906526877
CityLens Healthcare overlap,44,Paris,124,Paired KD,0.1311613217428429,1.013044232104528,0.9042637297123665
CityLens Healthcare overlap,44,Paris,124,Satellite-teacher KD,0.08572060258564285,1.0391979988353726,0.8869946631132128
CityLens Healthcare overlap,44,Paris,124,Global-shuffled KD,0.10021196864221615,1.0309294381971885,0.8926639611583558
CityLens Healthcare overlap,44,SanFrancisco,167,No-Privilege,0.13411290285055477,1.1792047625076818,0.9785967169289586
CityLens Healthcare overlap,44,SanFrancisco,167,Paired KD,0.17466316096043366,1.1512620943670104,0.9250212293629031
CityLens Healthcare overlap,44,SanFrancisco,167,Satellite-teacher KD,0.22221438025413554,1.1176055379540792,0.9059245456325251
CityLens Healthcare overlap,44,SanFrancisco,167,Global-shuffled KD,0.14837162704872564,1.169455367331104,0.9461176937490559
CityLens Healthcare overlap,44,SaoPaulo,280,No-Privilege,0.12260311829423232,1.0926422517054233,0.8637660156343026
CityLens Healthcare overlap,44,SaoPaulo,280,Paired KD,0.2056941880739036,1.0396180644640314,0.8223050194450351
CityLens Healthcare overlap,44,SaoPaulo,280,Satellite-teacher KD,0.18966889239897555,1.0500529580607711,0.8122536007311303
CityLens Healthcare overlap,44,SaoPaulo,280,Global-shuffled KD,0.17532045778522598,1.0593087452408634,0.8335251813481701
CityLens Healthcare overlap,44,Shanghai,19,No-Privilege,-0.12008404573793774,1.3343890014376782,1.1848435608615981
CityLens Healthcare overlap,44,Shanghai,19,Paired KD,-0.08964637642572248,1.3161334818664097,1.2000533630847938
CityLens Healthcare overlap,44,Shanghai,19,Satellite-teacher KD,-0.13757342023560404,1.3447664516858173,1.224982874004465
CityLens Healthcare overlap,44,Shanghai,19,Global-shuffled KD,-0.11927444711251645,1.333906664960241,1.197386657551716
CityLens Healthcare overlap,44,Sydney,208,No-Privilege,0.16280819426823023,1.0457265608958712,0.7977828108648984
CityLens Healthcare overlap,44,Sydney,208,Paired KD,0.11396903820490478,1.0757964422693307,0.7854514569516097
CityLens Healthcare overlap,44,Sydney,208,Satellite-teacher KD,0.08917984190205597,1.0907418369692194,0.8289552851219523
CityLens Healthcare overlap,44,Sydney,208,Global-shuffled KD,0.11088358475254612,1.0776679542522578,0.7985895173494241
CityLens Healthcare overlap,44,Tokyo,281,No-Privilege,-0.06122114584336735,1.1836004052316538,0.9704349035263593
CityLens Healthcare overlap,44,Tokyo,281,Paired KD,0.07691191889856996,1.103884738923842,0.9718330781061612
CityLens Healthcare overlap,44,Tokyo,281,Satellite-teacher KD,0.06191989245157836,1.1128128217695497,0.9769674347624174
CityLens Healthcare overlap,44,Tokyo,281,Global-shuffled KD,0.07600996102601698,1.104423915224163,0.9739696437829352
CityLens Healthcare overlap,45,Beijing,29,No-Privilege,-0.08084208001401239,1.1912366970537975,0.9395735885467206
CityLens Healthcare overlap,45,Beijing,29,Paired KD,0.04954452891063921,1.1170762770430431,0.8911239983854957
CityLens Healthcare overlap,45,Beijing,29,Satellite-teacher KD,0.035237192505146675,1.1254526233260034,0.8917394060661388
CityLens Healthcare overlap,45,Beijing,29,Global-shuffled KD,0.049208817149819284,1.1172735416946937,0.9236395324246971
CityLens Healthcare overlap,45,CapeTown,252,No-Privilege,-0.0694015278964153,1.0584891557785407,0.7728700129755182
CityLens Healthcare overlap,45,CapeTown,252,Paired KD,0.07293664748562223,0.9855319757974447,0.692274759465616
CityLens Healthcare overlap,45,CapeTown,252,Satellite-teacher KD,0.04958615266940847,0.997866379680691,0.712014702388984
CityLens Healthcare overlap,45,CapeTown,252,Global-shuffled KD,0.10836856232903114,0.966515224152453,0.6900648707114564
CityLens Healthcare overlap,45,London,198,No-Privilege,0.05824754341014082,1.0091351654266218,0.7863095885529192
CityLens Healthcare overlap,45,London,198,Paired KD,0.11743074723779934,0.9769118015266135,0.7254112984425591
CityLens Healthcare overlap,45,London,198,Satellite-teacher KD,0.10662663690752183,0.9828731226496772,0.7486694324502213
CityLens Healthcare overlap,45,London,198,Global-shuffled KD,0.1099803710304762,0.9810265293498961,0.7334667085498121
CityLens Healthcare overlap,45,Moscow,206,No-Privilege,0.019649790078137164,1.1295550961296068,0.9393143571927025
CityLens Healthcare overlap,45,Moscow,206,Paired KD,0.04744362168400951,1.1134280060199677,0.9416130294829996
CityLens Healthcare overlap,45,Moscow,206,Satellite-teacher KD,0.030749738675598492,1.1231422367750936,0.9356763933026242
CityLens Healthcare overlap,45,Moscow,206,Global-shuffled KD,0.06679698555353097,1.1020590433964543,0.9451819031360703
CityLens Healthcare overlap,45,Mumbai,108,No-Privilege,-0.19476705503896596,1.3945665144559471,1.1572320302426031
CityLens Healthcare overlap,45,Mumbai,108,Paired KD,-0.0714547065128408,1.3206402276293066,1.1386302904504484
CityLens Healthcare overlap,45,Mumbai,108,Satellite-teacher KD,-0.14493651871360824,1.3651749714389758,1.1795083864496552
CityLens Healthcare overlap,45,Mumbai,108,Global-shuffled KD,-0.09759985721565445,1.3366559456779676,1.1489867830828653
CityLens Healthcare overlap,45,Nairobi,119,No-Privilege,0.15162946220537,1.1471582915468066,0.9011173936622984
CityLens Healthcare overlap,45,Nairobi,119,Paired KD,0.1469548273317991,1.1503144474435911,0.9288610271410083
CityLens Healthcare overlap,45,Nairobi,119,Satellite-teacher KD,0.10816564035528875,1.1761769381226612,0.9453546348762623
CityLens Healthcare overlap,45,Nairobi,119,Global-shuffled KD,0.18571851136473128,1.1238745596289572,0.8968241712893597
CityLens Healthcare overlap,45,NewYork,213,No-Privilege,0.05722880342292547,1.1433655341572608,0.9436350521076765
CityLens Healthcare overlap,45,NewYork,213,Paired KD,0.17769943350867734,1.0678180028640627,0.9299396866134035
CityLens Healthcare overlap,45,NewYork,213,Satellite-teacher KD,0.20031795308596545,1.0530296916202644,0.913517195351606
CityLens Healthcare overlap,45,NewYork,213,Global-shuffled KD,0.14317826149385893,1.0900017170827911,0.9456443915183727
CityLens Healthcare overlap,45,Paris,124,No-Privilege,0.1307534420694464,1.0132819929671855,0.9085728444513312
CityLens Healthcare overlap,45,Paris,124,Paired KD,0.15409587329277863,0.9995842554344346,0.8756702318838783
CityLens Healthcare overlap,45,Paris,124,Satellite-teacher KD,0.1410790749942833,1.0072457106643986,0.8622014452273802
CityLens Healthcare overlap,45,Paris,124,Global-shuffled KD,0.1261301832549886,1.0159730892363024,0.9001752054432025
CityLens Healthcare overlap,45,SanFrancisco,167,No-Privilege,0.10754770478282405,1.1971569630208305,0.9949689036701543
CityLens Healthcare overlap,45,SanFrancisco,167,Paired KD,0.2124115254185045,1.1246263803149745,0.9172551120332926
CityLens Healthcare overlap,45,SanFrancisco,167,Satellite-teacher KD,0.2211489948719786,1.1183707058313734,0.9225732066255623
CityLens Healthcare overlap,45,SanFrancisco,167,Global-shuffled KD,0.21580693561272002,1.1221995466970938,0.9207645979885838
CityLens Healthcare overlap,45,SaoPaulo,280,No-Privilege,0.1579428151795631,1.070411435118144,0.8536167253491089
CityLens Healthcare overlap,45,SaoPaulo,280,Paired KD,0.21792398033218752,1.0315836064365789,0.8192983823992853
CityLens Healthcare overlap,45,SaoPaulo,280,Satellite-teacher KD,0.16855975303402893,1.0636419773316048,0.8254273138954663
CityLens Healthcare overlap,45,SaoPaulo,280,Global-shuffled KD,0.2064204671771369,1.0391426647249424,0.8222190387102616
